V-----; SWVNR=2001253;SQNDL=-1;DATE=25-10-08;TIME=00:00:04;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=10;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=15;FNDLY=30;OSTRG=5;DBGFL=0;ASIRE=900;DBGRE=900;MPPFL=-1;
SQNR=15;DATE=25-10-08;TIME=00:00:15;STAT=202222;TMPA=8;TMPP=80;TMPB=22;TMPC=22;RHUA=94;DWPA=7;UINA=48;UINB=4;IFAN=161;IHEA=0;PTYP=0;PNAM=MS-80M;PIRA=0;PIRP=0;PIRM=0;PIRL=0;PIRH=0;
SQNR=30;DATE=25-10-08;TIME=00:00:30;STAT=202222;TMPA=7;TMPP=79;TMPB=22;TMPC=22;RHUA=94;DWPA=7;UINA=48;UINB=4;IFAN=112;IHEA=1222;PTYP=0;PNAM=MS-80M;PIRA=0;PIRP=0;PIRM=0;PIRL=0;PIRH=0;
SQNR=45;DATE=25-10-08;TIME=00:00:45;STAT=202222;TMPA=7;TMPP=79;TMPB=22;TMPC=22;RHUA=94;DWPA=7;UINA=48;UINB=4;IFAN=55;IHEA=1222;PTYP=0;PNAM=MS-80M;PIRA=0;PIRP=0;PIRM=0;PIRL=0;PIRH=0;
SQNR=60;DATE=25-10-08;TIME=00:01:00;STAT=202222;TMPA=7;TMPP=79;TMPB=22;TMPC=22;RHUA=94;DWPA=7;UINA=48;UINB=4;IFAN=179;IHEA=1222;PTYP=0;PNAM=MS-80M;PIRA=0;PIRP=0;PIRM=0;PIRL=0;PIRH=0;
SQNR=75;DATE=25-10-08;TIME=00:01:15;STAT=202222;TMPA=7;TMPP=79;TMPB=22;TMPC=22;RHUA=94;DWPA=7;UINA=48;UINB=4;IFAN=94;IHEA=1227;PTYP=0;PNAM=MS-80M;PIRA=0;PIRP=0;PIRM=0;PIRL=0;PIRH=0;
SQNR=90;DATE=25-10-08;TIME=00:01:30;STAT=202222;TMPA=7;TMPP=79;TMPB=22;TMPC=22;RHUA=94;DWPA=7;UINA=48;UINB=4;IFAN=77;IHEA=1222;PTYP=0;PNAM=MS-80M;PIRA=0;PIRP=0;PIRM=0;PIRL=0;PIRH=0;
C-----;?
V-----; SWVNR=2001253;SQNDL=90;DATE=25-10-08;TIME=00:01:35;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=10;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=15;FNDLY=30;OSTRG=5;DBGFL=0;ASIRE=900;DBGRE=900;MPPFL=-1;
SQNR=105;DATE=25-10-08;TIME=00:01:45;STAT=202222;TMPA=7;TMPP=79;TMPB=22;TMPC=22;RHUA=94;DWPA=7;UINA=48;UINB=4;IFAN=57;IHEA=0;PTYP=0;PNAM=MS-80M;PIRA=0;PIRP=0;PIRM=0;PIRL=0;PIRH=0;
SQNR=120;DATE=25-10-08;TIME=00:02:00;STAT=202222;TMPA=7;TMPP=79;TMPB=22;TMPC=22;RHUA=94;DWPA=7;UINA=48;UINB=4;IFAN=57;IHEA=0;PTYP=0;PNAM=MS-80M;PIRA=0;PIRP=0;PIRM=0;PIRL=0;PIRH=0;
C-----;?
V-----; SWVNR=2001253;SQNDL=120;DATE=25-10-08;TIME=00:02:05;THTYP=85;TTEMP=15;TDEWP=5;IUFAN=800;ILFAN=5;IUHEA=3000;PYDEF=10;PYAVT=30;PYAVW=1;PYOST=0;MSDLY=15;FNDLY=30;OSTRG=5;DBGFL=0;ASIRE=900;DBGRE=900;MPPFL=-1;
SQNR=135;DATE=25-10-08;TIME=00:02:15;STAT=202222;TMPA=7;TMPP=79;TMPB=22;TMPC=22;RHUA=94;DWPA=7;UINA=48;UINB=4;IFAN=82;IHEA=1222;PTYP=0;PNAM=MS-80M;PIRA=0;PIRP=0;PIRM=0;PIRL=0;PIRH=0;
C-----;?
